,EMA,SMA,Index_EMA,Index_SMA,percent_difference
2013-03-28,263.3732,265.7584,155.8743,156.1715,-1.5007607130471186
2013-04-01,263.2052,265.5519,155.9663,156.3695,0.1825908214509896
2013-04-02,263.2164,265.0625,156.1199,156.5665,-0.6526621863055986
2013-04-03,262.8177,264.2345,156.1123,156.617,-0.36521400710513824
2013-04-04,262.4617,263.499,156.1626,156.6815,-0.9617998108495224
2013-04-05,261.7968,262.579,156.1442,156.699,0.7427246685713162
2013-04-08,261.5256,261.817,156.2191,156.7315,0.47613157494176167
2013-04-09,261.4889,261.312,156.342,156.766,0.13934473183312868
2013-04-10,261.8014,260.844,156.6409,156.9175,1.5925866783176397
2013-04-11,262.5679,260.5815,156.9608,157.084,1.3816402631091202
2013-04-12,263.5491,260.938,157.2102,157.1855,0.4030416441171869
2013-04-15,263.9463,261.233,157.0878,157.1133,0.2666487576094576
2013-04-16,264.7457,261.9555,157.1938,157.2023,-0.3094843054718843
2013-04-17,264.9985,262.505,157.0629,157.1853,-2.406703667340672
2013-04-18,264.4672,262.6121,156.8588,157.0733,-0.45994029900422456
2013-04-19,264.0722,262.9586,156.7932,157.0888,0.7093084640282341
2013-04-22,264.0225,263.2486,156.8129,157.0848,1.010867056493459
2013-04-23,264.487,263.8926,156.9831,157.2238,-0.03832108487383603
2013-04-24,264.8959,264.3161,157.1362,157.3028,1.7296272459761435
2013-04-25,265.8296,264.7861,157.346,157.4248,-7.027245944307301
2013-04-26,264.7801,264.2021,157.5036,157.5068,-2.6815417283416685
2013-04-29,263.3477,263.6086,157.7508,157.6698,1.4110815160321397
2013-04-30,262.4394,263.133,158.0079,157.8133,-1.3571113285569147
2013-05-01,261.0861,262.593,158.1119,157.9663,0.83523033840117
2013-05-02,260.2731,262.2665,158.3432,158.1613,1.187379201806453
2013-05-03,260.0614,262.395,158.7038,158.4693,-1.168145058063923
2013-05-06,259.6479,262.2335,159.0711,158.7508,0.2754352462893275
2013-05-07,259.4653,262.063,159.4824,159.0448,-0.10266226992051353
2013-05-08,259.3905,261.7585,159.9279,159.2788,0.8401666460190359
2013-05-09,259.4638,261.274,160.289,159.4648,1.0222871361989885
2013-05-10,259.8606,260.812,160.6644,159.6973,0.24855485979821956
2013-05-13,260.3034,260.6515,161.0173,160.1195,0.3734248002117042
2013-05-14,261.0678,260.451,161.5042,160.516,-1.1652636459772725
2013-05-15,261.5909,260.409,162.0248,161.0735,-0.43623815939503136
2013-05-16,261.8317,260.644,162.4195,161.636,1.2074760614892013
2013-05-17,262.6001,261.123,162.932,162.2175,-0.8648901438355414
2013-05-20,263.0792,261.327,163.3994,162.7595,0.3344705709870017
2013-05-21,263.6297,261.325,163.8423,163.232,-1.4446737913302194
2013-05-22,263.566,261.034,164.123,163.642,-0.14734913018640572
2013-05-23,263.3978,260.389,164.3304,163.99,0.06728017834805963
2013-05-24,263.2399,260.7355,164.5037,164.3475,1.5065217494781078
2013-05-28,263.6256,261.613,164.7576,164.701,0.0174977572444992
2013-05-29,263.807,262.199,164.8797,164.9805,0.09209228438847089
2013-05-30,264.0949,263.129,165.0531,165.3605,2.327918031429493
2013-05-31,264.5811,263.9615,164.9814,165.5485,-1.3913319508491435
2013-06-03,264.8,264.403,164.9993,165.7005,0.01193133402704244
2013-06-04,264.8857,264.902,164.9442,165.7935,2.0007680194433153
2013-06-05,265.1033,265.374,164.6676,165.726,-0.666321003381628
2013-06-06,265.363,265.8315,164.5583,165.694,2.091028785894151
2013-06-07,266.4589,266.667,164.6594,165.789,1.5290332530898898
2013-06-10,267.8504,267.539,164.749,165.8575,-1.2535771686149766
2013-06-11,268.5104,268.0525,164.6748,165.8375,-0.29629585009936743
2013-06-12,268.8113,268.2195,164.4772,165.661,-0.002519381398030207
2013-06-13,269.4759,268.681,164.5337,165.566,-0.01657673177375274
2013-06-14,269.9058,269.1745,164.4847,165.4585,0.6684821337525061
2013-06-17,270.6824,269.5825,164.5681,165.3365,0.5989112449269768
2013-06-18,271.7374,270.289,164.7587,165.273,0.031075945683947337
2013-06-19,272.3491,270.754,164.7236,165.09,0.8464769388325786
2013-06-20,272.453,271.278,164.2937,164.761,-0.335731542831319
2013-06-21,272.5394,271.856,163.9514,164.481,0.27589230901752626
2013-06-24,272.3556,272.2995,163.4456,164.1055,-0.4443711693886453
2013-06-25,272.3301,272.5394,163.1375,163.7575,1.5412899439305128
2013-06-26,272.8292,273.1414,162.9311,163.504,-0.5911651336831231
2013-06-27,273.2788,273.6774,162.8339,163.2645,0.6865972509909446
2013-06-28,273.6989,274.1019,162.6478,163.0935,0.7613987074117322
2013-07-01,274.499,274.8629,162.6061,162.9455,0.7380953364356104
2013-07-02,275.3781,275.7644,162.5436,162.822,0.0007636549264455894
2013-07-03,276.2021,276.6074,162.5033,162.826,-0.45278075741816237
2013-07-05,277.1238,277.5099,162.6372,162.8455,1.0984626110437685
2013-07-08,278.4063,278.1959,162.8442,162.805,-0.39249615540759214
2013-07-09,279.6562,278.7189,163.1438,162.8245,0.2322430818514392
2013-07-10,280.8632,279.5964,163.4215,162.929,1.062179472540483
2013-07-11,282.6534,280.9959,163.9014,163.222,2.668600812211809
2013-07-12,285.0245,282.5839,164.3298,163.3885,-0.7640155454320485
2013-07-15,287.0765,284.2129,164.7889,163.645,0.5176027209260642
2013-07-16,288.9616,285.6534,165.1366,163.799,0.37935906388520935
2013-07-17,290.8405,286.9999,165.4855,163.9105,-2.052409517117034
2013-07-18,292.1042,288.2974,165.8926,164.179,0.1385516925813424
2013-07-19,293.3543,289.8869,166.2981,164.6761,-0.7320216529989481
2013-07-22,294.3186,291.3929,166.6906,165.1621,-0.5920416777244937
2013-07-23,294.9607,292.9154,167.0125,165.7336,-0.35138266148853475
2013-07-24,295.3397,294.258,167.2465,166.1965,1.303114200929353
2013-07-25,296.1073,295.5495,167.4888,166.6375,2.7023763854554774
2013-07-26,297.6219,297.2725,167.7298,167.043,-1.6000870095989035
2013-07-29,298.4293,298.693,167.9003,167.475,-1.1877913755833664
2013-07-30,298.8084,299.7085,168.0517,167.839,-0.4289058243731798
2013-07-31,299.0381,300.583,168.1944,168.219,0.264534175587241
2013-08-01,299.6602,301.66,168.514,168.6905,-0.6257752031463073
2013-08-02,300.0935,302.5765,168.8327,169.088,-0.9595616162010185
2013-08-05,300.1789,303.0965,169.1048,169.432,0.4502881768049945
2013-08-06,300.2333,303.5575,169.2643,169.6715,-0.884490378457182
2013-08-07,299.9168,303.7865,169.3449,169.874,-0.7408932069684538
2013-08-08,299.519,303.5905,169.4739,169.986,0.7893018175015438
2013-08-09,299.3038,303.076,169.5459,170.0775,-0.039016793174803416
2013-08-12,299.0549,302.582,169.5863,170.1185,-1.2756686885359834
2013-08-13,298.5706,301.937,169.681,170.2255,-0.36117508407441035
2013-08-14,297.882,301.0695,169.6799,170.269,-0.23350076678996556
2013-08-15,296.7951,300.1875,169.4466,170.1425,-0.27100733795612963
2013-08-16,295.6546,299.167,169.1869,169.971,0.9051188304806672
2013-08-19,294.6942,298.2715,168.8501,169.7325,0.055359649952533285
2013-08-20,293.97,297.573,168.6205,169.551,-0.2589318958893225
2013-08-21,293.0748,296.8545,168.3148,169.348,0.9064245596037099
2013-08-22,292.7562,296.171,168.181,169.204,-0.2808072236761986
2013-08-23,292.4947,295.071,168.1199,169.08,-0.9163638683088615
2013-08-26,291.8961,294.0765,168.0018,168.948,-0.23286255226376085
2013-08-27,290.8517,293.0025,167.6388,168.683,-0.10969391083947078
2013-08-28,289.9687,292.0205,167.3637,168.443,0.6763089830946529
2013-08-29,289.3984,290.941,167.1424,168.1175,-0.6686276439627009
2013-08-30,288.5966,289.7795,166.8812,167.7445,2.2843327810432013
2013-09-03,288.616,289.17,166.723,167.421,0.8467028432835682
2013-09-04,289.0945,288.8145,166.7103,167.2115,0.054607465163459726
2013-09-05,289.5712,288.674,166.7151,167.044,0.5204795617072593
2013-09-06,290.1701,288.68,166.7317,166.8535,0.3066240051958178
2013-09-09,291.0787,288.8025,166.9049,166.7695,-0.4772797230143404
2013-09-10,291.9626,288.986,167.173,166.757,-0.5755596230552141
2013-09-11,292.6938,289.2695,167.4699,166.7425,-0.05478063487682677
2013-09-12,293.281,289.6455,167.7051,166.756,-0.4557548569622081
2013-09-13,293.7229,290.218,167.9408,166.9035,-1.2824553682276714
2013-09-16,293.9454,290.78,168.2607,167.1325,2.33650749782935
2013-09-17,294.9192,291.71,168.6159,167.4495,1.4109094356512415
2013-09-18,296.5492,292.9572,169.1296,167.828,0.14050873701884745
2013-09-19,298.0264,294.3317,169.5725,168.2465,2.1253577932192718
2013-09-20,299.7706,295.6622,169.8485,168.5245,-1.1156966167209827
2013-09-23,300.8867,296.7362,170.0296,168.735,1.5520516194804492
2013-09-24,302.148,298.1322,170.0782,168.918,-0.18381989835379475
2013-09-25,303.1482,299.7182,170.0755,169.211,1.4378871737567227
2013-09-26,304.574,301.5452,170.1235,169.5025,-0.23532002714328037
2013-09-27,305.6632,303.1467,170.0975,169.743,-0.5071049042215322
2013-09-30,306.3276,304.7297,169.9834,169.968,1.8468783652182537
2013-10-01,307.7202,306.3372,170.0107,170.2205,0.015605649936254629
2013-10-02,308.9383,307.6807,170.0107,170.3915,-0.9352427739867849
2013-10-03,309.4928,308.7137,169.8716,170.481,0.6240794312111704
2013-10-04,310.402,309.8727,169.8638,170.626,-1.9701011790303693
2013-10-07,310.3666,310.3887,169.7187,170.6155,-1.0527872396088038
2013-10-08,309.6869,310.5322,169.4045,170.4505,-1.6909756182249158
2013-10-09,308.5958,310.4617,169.1269,170.2605,0.13608038845691084
2013-10-10,308.2699,310.7774,169.2234,170.2705,1.2496857911026749
2013-10-11,308.5193,311.4259,169.4117,170.3215,-0.5105597572869467
2013-10-14,308.727,312.1579,169.6553,170.355,-0.5756911628155708
2013-10-15,308.5054,312.2694,169.7434,170.2845,-0.10728218913384002
2013-10-16,308.6944,312.1922,170.0573,170.236,-0.551290142300704
2013-10-17,308.8921,312.1277,170.4471,170.2545,5.166294871977154
2013-10-18,310.8006,312.7572,170.9122,170.3975,-0.7744122747878701
2013-10-21,312.29,313.5047,171.3358,170.578,1.332603402599339
2013-10-22,314.2186,314.4252,171.8085,170.866,-1.3536334456721795
2013-10-23,315.4126,315.1305,172.1715,171.1445,1.3388768666065762
2013-10-24,317.0124,315.835,172.5552,171.4255,8.937275428637177
2013-10-25,321.4293,318.204,172.9776,171.7825,-1.5522258094930619
2013-10-28,324.9275,320.48,173.3787,172.197,0.675005672337744
2013-10-29,328.5248,322.5675,173.8417,172.5955,0.04145580052657255
2013-10-30,331.6253,324.596,174.1778,172.9635,1.2003728404970084
2013-10-31,334.7115,327.0595,174.417,173.3705,-1.675505598485238
2013-11-01,337.0249,329.0576,174.683,173.7415,-0.4115614389863465
2013-11-04,339.093,331.4931,174.9808,174.215,0.3235695517141821
2013-11-05,340.9786,334.2762,175.2026,174.7595,-1.235045469496507
2013-11-06,342.4264,337.1737,175.4843,175.343,-2.280242594654858
2013-11-07,342.5343,339.093,175.5248,175.6315,0.6060730099396434
2013-11-08,343.2749,341.0641,175.7891,175.9865,1.1612571722188871
2013-11-11,344.3323,343.248,176.0283,176.303,-1.1436897485122146
2013-11-12,344.8273,345.4045,176.2065,176.669,1.1382821036140787
2013-11-13,345.9123,347.691,176.4992,176.981,2.54055523649818
2013-11-14,347.9584,350.5223,176.866,177.291,0.055910132004089674
2013-11-15,349.9786,352.5342,177.2711,177.5805,-0.47865288201180717
2013-11-18,351.5215,354.5212,177.5805,177.8385,-0.09489096845342523
2013-11-19,352.7995,356.1412,177.8186,178.0275,-0.33289583431579745
2013-11-20,353.73,357.9319,177.9797,178.222,0.9770558183822677
2013-11-21,355.1767,359.7674,178.2578,178.457,0.39927430444486034
2013-11-22,356.8084,360.2134,178.599,178.6995,1.2619974416155926
2013-11-25,358.6972,361.1374,178.8905,178.923,1.2393267539956065
2013-11-26,360.8565,362.0709,179.1571,179.0955,1.1525404036901103
2013-11-27,363.3187,363.3524,179.4412,179.334,1.8856937925981483
2013-11-29,366.2045,364.8319,179.6811,179.5975,-0.12101599317644812
2013-12-02,368.6898,366.4968,179.861,179.8155,-1.5674704408938522
2013-12-03,370.2108,367.7928,179.958,179.969,0.4540598677550234
2013-12-04,371.7107,369.1462,180.0258,180.137,-0.004491664164832765
2013-12-05,372.9278,370.5617,180.0224,180.2285,-0.47136426533942755
2013-12-06,374.2632,372.7312,180.2098,180.5325,-0.7521608193449989
2013-12-09,375.2753,374.4602,180.4174,180.737,1.057898260072084
2013-12-10,376.4662,376.1303,180.552,180.9135,-0.28111444456557644
2013-12-11,377.0114,377.7633,180.4727,181.0045,0.060080637921838376
2013-12-12,377.415,379.0148,180.3487,180.999,0.8233313356579551
2013-12-13,378.065,379.857,180.2297,180.9365,0.6335698549657248
2013-12-16,379.1036,380.847,180.2241,180.889,-0.0007886619335107925
2013-12-17,379.9175,381.9205,180.1608,180.841,0.411674731103171
2013-12-18,381.4454,383.4715,180.3998,180.9705,-0.13424620804576676
2013-12-19,382.7544,385.1025,180.6055,181.123,1.242498144703644
2013-12-20,384.6064,386.7665,180.884,181.2545,0.1463232123067098
2013-12-23,386.3505,388.297,181.1418,181.342,-1.2119469481803011
2013-12-24,387.5743,389.425,181.4254,181.465,0.8167197963165157
2013-12-26,389.1758,390.576,181.7668,181.631,-1.5387544326817242
2013-12-27,390.0238,391.1445,182.0719,181.7725,-1.134522721551954
2013-12-30,390.3425,391.132,182.3393,181.9185,0.9613512896642624
2013-12-31,391.147,391.4565,182.6546,182.1225,0.6777607028295431
2014-01-02,391.7968,392.122,182.7837,182.279,-0.34097519122908326
2014-01-03,392.239,392.646,182.8929,182.442,-0.4369658459172083
2014-01-06,392.3715,393.103,182.944,182.614,0.501762164719239
2014-01-07,392.9104,393.657,183.0979,182.7425,0.9231303463010169
2014-01-08,393.7685,394.5085,183.2467,182.856,-0.27515143815696513
2014-01-09,394.4581,395.17,183.3899,183.002,-1.0952011934412154
2014-01-10,394.7631,395.9435,183.5651,183.2775,-0.35714707641767407
2014-01-13,394.4028,396.43,183.4903,183.458,0.6109788533711213
2014-01-14,394.7016,397.095,183.6084,183.7395,-0.9884806337299616
2014-01-15,394.8128,397.44,183.8152,184.02,0.15456417089830496
2014-01-16,394.9069,397.8475,183.9719,184.315,1.3454392549571692
2014-01-17,395.3548,398.03,184.046,184.419,1.5857665554091196
2014-01-21,396.4686,398.623,184.1616,184.554,-0.6868035140605753
2014-01-22,397.2373,398.74,184.2786,184.647,-0.334504389260338
2014-01-23,397.488,398.5875,184.2397,184.661,-0.909363090728418
2014-01-24,396.5463,398.0075,183.8264,184.45,0.18195523140649472
2014-01-27,395.5686,397.102,183.3629,184.1475,1.4616789496169318
2014-01-28,395.4601,396.9195,183.0541,183.905,-1.627593452686082
2014-01-29,394.3877,396.461,182.6089,183.58,3.8195337072346156
2014-01-30,395.2089,396.672,182.389,183.3125,-10.370512503505394
2014-01-31,391.7309,394.708,182.0824,183.0705,-1.2635384850106837
2014-02-03,387.3899,392.1935,181.4241,182.6325,-0.16504303188572356
2014-02-04,383.6337,389.9095,180.9428,182.2795,-0.30068875619690405
2014-02-05,380.0924,387.3305,180.4854,181.8585,1.0153793846302475
2014-02-06,377.6636,384.964,180.2953,181.55,0.5248876016581814
2014-02-07,376.0842,382.9675,180.3453,181.3535,-0.19641789890439457
2014-02-10,374.6352,381.128,180.4143,181.1455,-0.8496057516322708
2014-02-11,373.4119,379.6685,180.6672,181.16,-3.5480349897975936
2014-02-12,371.1107,377.254,180.9104,181.0845,1.7905515405358434
2014-02-13,369.7859,375.3205,181.2151,181.001,-0.4902971974432341
2014-02-14,368.6015,373.398,181.5841,180.9825,-1.1866772250753725
2014-02-18,367.1776,371.1,181.9447,181.0135,-1.1094015575255123
2014-02-19,365.2921,368.1165,182.1538,180.9575,0.1318557836566311
2014-02-20,363.8167,365.3795,182.442,180.947,-0.8150665268370313
2014-02-21,362.1922,362.724,182.6932,181.0075,1.0262477835824577
2014-02-24,361.2006,360.933,182.9948,181.3055,1.810692948659389
2014-02-25,360.9262,359.535,183.2763,181.655,0.4130386246930169
2014-02-26,360.819,357.8035,183.5309,181.9465,-0.44068356221324934
2014-02-27,360.7534,356.6,183.8556,182.3745,0.333052287969515
2014-02-28,360.8816,354.5545,184.1874,182.7265,0.026529054401839502
2014-03-03,360.7767,354.609,184.3686,183.0725,-0.32188782642860914
2014-03-04,361.0742,355.4965,184.7926,183.755,2.369930910353736
2014-03-05,362.1499,356.7175,185.1685,184.3735,-0.34250339384916406
2014-03-06,363.1033,358.003,185.5601,185.0305,-0.09026830369181904
2014-03-07,363.9563,358.8765,185.9258,185.576,-0.3689853477664055
2014-03-10,364.5824,359.349,186.249,186.001,0.035012745973846404
2014-03-11,364.986,359.7465,186.452,186.3665,0.48337965080889606
2014-03-12,365.5244,360.189,186.6374,186.633,1.364777578181765
2014-03-13,366.0945,361.302,186.6024,186.7855,0.874049123884958
2014-03-14,366.8226,362.129,186.5222,186.868,-0.5673239518027836
2014-03-17,367.6052,363.0135,186.6115,186.9865,0.2584035333681117
2014-03-18,368.6686,364.2695,186.8238,187.16,-0.9118982587128238
2014-03-19,369.103,365.562,186.9167,187.343,-1.727116847751413
2014-03-20,369.0903,366.5205,187.1056,187.529,-1.887196373554053
2014-03-21,368.2836,367.2135,187.2089,187.6845,-2.012134288012265
2014-03-24,366.7185,367.217,187.2271,187.7615,0.7648207697413847
2014-03-25,365.5748,367.0365,187.2521,187.8385,-2.4389945041662906
2014-03-26,363.4639,366.217,187.1414,187.8455,-1.2665539255480793
2014-03-27,361.0835,365.134,187.0108,187.787,-0.4784375269427326
2014-03-28,358.9127,363.9435,186.9679,187.748,-1.4159509204475875
2014-03-31,356.7653,362.7728,187.0795,187.8505,1.310502948680576
2014-04-01,355.4534,361.7273,187.2986,187.8785,-0.6224040071331389
2014-04-02,354.1683,360.2068,187.5549,187.941,-2.3441399120371496
2014-04-03,352.2113,358.2798,187.7697,187.9675,-1.9978664721028405
2014-04-04,349.4293,355.8268,187.7497,187.8755,-0.4759911709573883
2014-04-07,346.4132,353.1883,187.5269,187.68,2.4822276443708455
2014-04-08,344.571,351.1008,187.4043,187.573,0.37381916520702774
2014-04-09,343.3552,349.159,187.4839,187.565,-2.2985468323388836
2014-04-10,340.8556,346.439,187.174,187.463,-0.8118085566827009
2014-04-11,338.0817,343.3385,186.7384,187.305,0.5577714573045316
2014-04-14,335.9702,340.382,186.4805,187.1335,-0.6688954593057026
2014-04-15,334.0759,337.2475,186.3738,186.9595,1.3848171062280454
2014-04-16,333.0858,334.77,186.4572,186.932,0.2251317789347833
2014-04-17,332.3071,332.567,186.5603,186.864,1.4717648145560471
2014-04-21,332.1703,331.0795,186.7184,186.8655,-0.8881835360701614
2014-04-22,331.8988,329.953,186.9366,186.946,-1.2329912385318262
2014-04-23,331.2018,328.4465,187.097,187.0025,3.660630434937279
2014-04-24,331.7683,328.1335,187.2801,187.149,-9.052241528708526
2014-04-25,329.1075,326.4015,187.2963,187.233,-2.716957678747139
2014-04-28,326.0096,324.316,187.37,187.3085,0.8558996497972327
2014-04-29,323.5687,322.5168,187.5128,187.345,0.8936773131964822
2014-04-30,321.7174,320.5738,187.7059,187.353,1.2996245930261714
2014-05-01,320.4005,318.8703,187.8691,187.3245,0.12344333574041016
2014-05-02,319.2205,317.5898,188.0016,187.297,0.48266911217507735
2014-05-05,318.3471,316.9423,188.1538,187.399,-3.2214587683897573
2014-05-06,316.3502,315.9233,188.1354,187.5265,-2.1183702641001956
2014-05-07,314.0988,314.2053,188.2168,187.664,-1.436282514169212
2014-05-08,311.6436,312.031,188.279,187.6955,1.1795824421509893
2014-05-09,309.7957,310.7875,188.3676,187.9445,2.7513822546822735
2014-05-12,309.1351,310.344,188.6069,188.3585,0.451519072243324
2014-05-13,308.707,309.7805,188.8482,188.714,-1.8073413510533438
2014-05-14,307.6511,308.8575,188.976,188.9555,0.04581821186533419
2014-05-15,306.4644,307.433,188.9354,189.0205,0.48434913069082003
2014-05-16,305.6297,306.0725,188.9644,189.1055,-0.6503442477723375
2014-05-19,304.7844,304.3668,189.0506,189.188,2.121243443736752
2014-05-20,304.4421,302.9603,189.0153,189.1715,0.43090575006471143
2014-05-21,304.4962,301.9818,189.1339,189.2535,-0.2850721553028768
2014-05-22,304.5356,300.3698,189.2869,189.3395,1.9793262187041263
2014-05-23,305.2694,300.7903,189.5024,189.5445,-1.0708055225675186
2014-05-27,305.798,301.5023,189.8098,189.7775,-0.12413524919545268
2014-05-28,306.2134,301.9913,190.0717,189.962,0.6634004465738415
2014-05-29,306.934,302.4738,190.4011,190.1615,-0.5676777475601
2014-05-30,307.4689,302.7068,190.7314,190.384,-1.3108043735337063
2014-06-02,307.5995,302.7483,191.0532,190.6265,-0.4724366033914463
2014-06-03,307.5605,302.6053,191.3329,190.846,-0.3138895575445958
2014-06-04,307.4862,303.0753,191.6193,191.165,4.809192259061714
2014-06-05,309.0179,304.6183,192.0013,191.497,1.379160683116031
2014-06-06,310.9848,306.6858,192.4411,191.8845,-0.7701249487436083
2014-06-09,312.5577,308.4488,192.8601,192.266,1.5195577141740297
2014-06-10,314.4484,309.9263,193.2353,192.562,1.1594468812757692
2014-06-11,316.4247,311.4543,193.5148,192.8135,-2.0374225183140093
2014-06-12,317.3281,312.8688,193.6305,193.0405,-0.2130649376749092
2014-06-13,318.1797,314.4228,193.7953,193.381,0.3216301462386174
2014-06-16,319.0788,315.9188,193.9614,193.696,-0.8457093271524538
2014-06-17,319.7017,317.362,194.1556,194.0025,1.90964019659826
2014-06-18,321.0997,319.0215,194.4769,194.445,-2.288070155201955
2014-06-19,321.6616,320.121,194.7829,194.8165,-1.043430830990917
2014-06-20,321.9034,321.0855,195.095,195.1825,0.9174968820009469
2014-06-23,322.4116,321.8355,195.3812,195.51,0.11886543974381936
2014-06-24,322.5781,322.5025,195.4402,195.6735,0.6036827366681969
2014-06-25,323.0412,323.3665,195.5697,195.8855,-0.46331084798753414
2014-06-26,323.2934,323.962,195.6735,196.042,-0.6489803776617347
2014-06-27,323.415,324.563,195.8246,196.2115,0.19650672761990234
2014-06-30,323.545,325.36,195.9365,196.356,1.6832260994791306
2014-07-01,324.3874,326.62,196.1616,196.5715,0.04257722577285243
2014-07-02,325.1934,327.9235,196.3834,196.779,0.8807424097603197
2014-07-03,326.3647,328.6196,196.6812,196.973,-0.8372172008922639
2014-07-07,327.049,328.8136,196.8877,197.0845,-2.276400651369421
2014-07-08,326.7405,328.6291,196.9527,197.121,1.4569383908062625
2014-07-09,327.0481,328.5071,197.0953,197.2035,-0.17279291360485916
2014-07-10,327.1311,328.1431,197.1396,197.273,5.402430757955019
2014-07-11,328.9472,329.1576,197.212,197.4315,2.1542750001532625
2014-07-14,331.4589,330.6101,197.368,197.606,-0.06662309178372902
2014-07-15,333.6476,331.9511,197.4748,197.7535,0.008874416356529191
2014-07-16,335.7668,333.4651,197.6477,197.918,-0.7926260449941434
2014-07-17,337.3561,334.3688,197.7708,197.9885,1.760797153671122
2014-07-18,339.385,335.9518,197.8821,198.051,0.49268287484364565
2014-07-21,341.3255,337.7298,197.9477,198.0765,-0.1731845671870786
2014-07-22,343.184,339.4098,198.0964,198.147,-0.943732997189977
2014-07-23,344.6084,341.1088,198.2682,198.342,0.13623609705116754
2014-07-24,345.9419,342.6673,198.4227,198.4965,-9.208122385384529
2014-07-25,343.8531,342.5833,198.4786,198.614,-1.1462509304703854
2014-07-28,341.6205,342.3753,198.5359,198.705,0.3190954098098777
2014-07-29,339.5614,342.1363,198.5029,198.7645,0.754101020485389
2014-07-30,337.9374,341.6423,198.4789,198.762,-0.934191977702632
2014-07-31,335.5615,340.6493,198.0761,198.55,-1.632080958832619
2014-08-01,332.8471,339.1277,197.6631,198.2615,1.4338655314186854
2014-08-04,331.0188,338.1327,197.4209,198.075,0.5599703055854219
2014-08-05,329.2379,337.5582,197.0189,197.8565,0.4664576651223435
2014-08-06,327.7762,336.7542,196.6619,197.5975,-0.24958328759276516
2014-08-07,326.2213,335.9307,196.2417,197.332,0.5630252890283602
2014-08-08,325.3241,334.4607,196.073,197.1605,0.16928148534243032
2014-08-11,324.658,332.6112,195.9784,196.972,0.45452888005640246
2014-08-12,324.1496,330.8552,195.8662,196.7875,1.507147117810144
2014-08-13,324.3525,329.3742,195.8894,196.6285,1.6956115872626745
2014-08-14,325.1961,328.412,195.9904,196.529,0.09050462151574293
2014-08-15,325.9993,327.1605,196.0885,196.433,-0.542340380709533
2014-08-18,326.8117,325.899,196.3296,196.4355,-0.3694305161718398
2014-08-19,327.604,324.6135,196.6515,196.4455,-0.0714302231835734
2014-08-20,328.3826,323.4955,196.9933,196.4625,-1.1094206756525955
2014-08-21,328.8138,322.2105,197.3511,196.5055,-0.2520452780760273
2014-08-22,329.0782,322.5895,197.6471,196.578,0.21402597061230066
2014-08-25,329.5489,323.27,198.0141,196.699,2.2637416549699165
2014-08-26,330.7185,324.3615,198.3604,196.872,0.41476950401849505
2014-08-27,331.9053,325.395,198.6699,197.04,-0.8265582233195804
2014-08-28,332.6781,326.7465,198.9318,197.3985,-0.5563148548429484
2014-08-29,333.284,328.3455,199.2202,197.8095,1.0247463017221214
2014-09-02,334.1503,329.782,199.4735,198.1475,-0.9723468836247856
2014-09-03,334.6122,331.116,199.6998,198.58,2.2185894049364894
2014-09-04,335.692,332.719,199.8722,198.992,-0.33225760625072887
2014-09-05,336.7099,334.4655,200.1158,199.501,-0.9193501337637996
2014-09-08,337.2461,335.7425,200.2886,199.874,-3.053651819444592
2014-09-09,336.5322,336.3135,200.3249,200.1535,0.10041962156115969
2014-09-10,336.0367,336.914,200.4302,200.485,-0.33879483241318953
2014-09-11,335.5113,337.126,200.5435,200.7605,0.7681309770383195
2014-09-12,335.0998,337.025,200.5374,200.937,-2.094436199222296
2014-09-15,334.0322,336.538,200.511,201.099,0.42584980381966175
2014-09-16,333.4348,336.1995,200.6338,201.258,-1.2710658987346706
2014-09-17,332.5363,335.643,200.7687,201.375,-0.21598064285517998
2014-09-18,331.8185,335.104,200.9916,201.5185,2.062777956620704
2014-09-19,331.771,335.0245,201.1705,201.6245,-1.3289017080328775
2014-09-22,331.0786,334.67,201.1914,201.671,0.28306459627927094
2014-09-23,330.3692,334.1505,201.1046,201.61,1.1106227692564365
2014-09-24,330.1635,333.4695,201.0842,201.572,-0.27071906846439786
2014-09-25,329.3794,332.407,200.7514,201.371,-0.46276546434170135
2014-09-26,328.7918,331.5665,200.6122,201.2645,-0.1741524759978773
2014-09-29,328.1279,330.7055,200.4377,201.1055,0.4542500127666532
2014-09-30,327.5862,329.7085,200.2303,200.9245,-0.23306412983128988
2014-10-01,326.6218,328.6315,199.7951,200.615,0.28902848590062014
2014-10-02,325.8397,327.2545,199.4031,200.3235,0.26625967286401764
2014-10-03,325.5445,326.0725,199.2524,200.093,-0.03588472972241796
2014-10-06,325.226,325.0655,199.0912,199.8745,-0.10158571443113495
2014-10-07,324.4406,324.427,198.6597,199.569,0.0672769648010263
2014-10-08,324.2749,323.9955,198.5911,199.3945,-0.23043702788238418
2014-10-09,323.4268,323.238,198.1443,199.0085,-0.17897721191394989
2014-10-10,322.2804,322.248,197.5401,198.5745,0.1028246282830032
2014-10-13,320.7728,321.376,196.6849,197.9895,0.37360308729312297
2014-10-14,319.5858,320.4035,195.953,197.3495,0.039965443974399384
2014-10-15,318.2891,319.502,195.147,196.6215,-0.9844378134567096
2014-10-16,316.8196,318.395,194.412,195.8375,-0.9909213538644797
2014-10-17,315.5644,317.011,193.9699,195.1825,-0.10738911305921017
2014-10-20,314.6735,316.0965,193.7423,194.692,1.0105018619023125
