,EMA,SMA,Index_EMA,Index_SMA,percent_difference
2017-09-20,976.1523,970.8535,250.1968,249.3875,-0.587188950823065
2017-09-21,975.0568,971.186,250.4028,249.698,-0.9939589648619761
2017-09-22,973.1562,971.3185,250.5901,250.032,-1.412776577552704
2017-09-25,969.9785,971.045,250.7139,250.3175,0.32595447346227413
2017-09-26,966.99,970.674,250.7174,250.5435,0.9164386236135
2017-09-27,965.4548,970.5145,250.8138,250.803,0.4743148888442944
2017-09-28,964.5924,969.955,250.9268,251.0165,0.14851825297245835
2017-09-29,964.2836,968.9925,251.1176,251.206,-0.635864997230116
2017-10-02,963.7985,968.0395,251.3892,251.426,-0.45414055565250777
2017-10-03,963.1606,967.631,251.6922,251.7655,0.742796766529836
2017-10-04,963.3786,967.5135,251.9977,252.08,1.0144912371717068
2017-10-05,965.0426,967.5825,252.415,252.4685,0.9953567761552471
2017-10-06,967.3795,968.7665,252.7669,252.8645,0.3103812974014575
2017-10-09,969.6281,969.418,253.0444,253.1035,-0.6405810059524769
2017-10-10,971.3016,969.649,253.3582,253.3305,0.6457739031515641
2017-10-11,973.5586,969.419,253.6775,253.5705,0.740111409761985
2017-10-12,976.1654,969.855,253.931,253.7965,0.08768224578995411
2017-10-13,978.7153,970.6625,254.1881,254.021,0.1753435866094415
2017-10-16,981.3463,972.27,254.4606,254.238,0.21499758444514597
2017-10-17,983.9923,974.2335,254.7225,254.451,-1.287558729000958
2017-10-18,985.2312,975.423,254.9803,254.6675,-1.0809718905385552
2017-10-19,985.3625,976.521,255.2232,254.926,-0.8875831817028816
2017-10-20,985.1289,977.9115,255.5686,255.25,-1.307419165373197
2017-10-23,983.3357,979.237,255.7868,255.5485,0.8422354240728093
2017-10-24,982.6275,981.102,256.0214,255.9235,0.16215438733694132
2017-10-25,981.702,982.204,256.1184,256.189,-0.1699403235773534
2017-10-26,980.819,983.0055,256.2357,256.4565,12.415909180713006
2017-10-27,992.26,989.9855,256.538,256.7805,1.2423096321211984
2017-10-30,1003.5543,997.5685,256.7268,257.008,-0.6135948407724205
2017-10-31,1013.2425,1004.9775,256.9252,257.22,-0.3070409090539914
2017-11-01,1021.8556,1011.889,257.1447,257.4365,-0.911138597148117
2017-11-02,1028.7474,1017.5575,257.3566,257.586,1.2760508596715492
2017-11-03,1036.6381,1023.6585,257.6255,257.7895,0.6459276912700818
2017-11-06,1044.6402,1030.142,257.9107,258.0365,0.27385621037038876
2017-11-07,1052.1193,1036.9405,258.1564,258.244,0.6917660395177033
2017-11-08,1059.8108,1043.8345,258.4215,258.4555,0.033053609362532044
2017-11-09,1066.4126,1050.2445,258.5708,258.638,-0.2655375863396293
2017-11-10,1072.0257,1056.365,258.6889,258.797,0.22782991888285276
2017-11-13,1077.468,1062.5065,258.8233,258.9495,0.8791830939218934
2017-11-14,1083.1225,1068.892,258.8953,259.068,-0.3534929591369955
2017-11-15,1087.2718,1075.3765,258.8272,259.1055,0.10418330811899656
2017-11-16,1092.0354,1082.9105,258.9713,259.246,-0.37882856851842744
2017-11-17,1095.6396,1090.259,259.034,259.285,-0.47387979288866283
2017-11-20,1098.5606,1098.2595,259.1298,259.394,0.5202929155160007
2017-11-21,1102.4587,1106.439,259.3775,259.568,1.53552906722413
2017-11-22,1107.5731,1115.6015,259.5834,259.793,2.3706647722899077
2017-11-24,1115.0423,1126.28,259.8221,260.03,0.859360290805439
2017-11-27,1122.7364,1131.024,260.0305,260.16,-1.19407648600246
2017-11-28,1129.4853,1135.1615,260.4705,260.4665,-2.6443768174264353
2017-11-29,1132.5124,1137.961,260.8523,260.75,0.421801307339589
2017-11-30,1136.7255,1141.6145,261.4273,261.133,-0.9876570628313032
2017-12-01,1139.1659,1145.021,261.8876,261.4775,-2.3381656509982074
2017-12-04,1138.6692,1146.1385,262.2773,261.7675,1.0441957377519415
2017-12-05,1138.9455,1147.184,262.5357,261.986,0.9216711692538821
2017-12-06,1140.2221,1148.643,262.7751,262.214,0.3438073327793777
2017-12-07,1142.0857,1149.9885,263.068,262.4595,-0.354868612006716
2017-12-08,1143.9823,1151.632,263.471,262.825,0.2513423905659518
2017-12-11,1146.3573,1153.8105,263.9233,263.2455,-0.48136795956898826
2017-12-12,1148.1404,1155.606,264.3716,263.672,-0.05920391062095252
2017-12-13,1149.6632,1156.9705,264.7714,264.1215,1.2574138316110928
2017-12-14,1152.0058,1159.349,265.0341,264.589,-0.42918419660904406
2017-12-15,1154.59,1161.4415,265.4871,265.0615,0.3474920697941868
2017-12-18,1158.0176,1164.4765,266.0569,265.6535,0.5931971360675361
2017-12-19,1160.814,1167.53,266.3496,266.108,-0.7699583297173643
2017-12-20,1162.4146,1169.4365,266.601,266.471,-0.4436136804041476
2017-12-21,1163.5904,1170.3665,266.88,266.8705,-0.5188209928151674
2017-12-22,1164.0446,1169.4845,267.1257,267.239,0.8451347685054909
2017-12-26,1165.2556,1168.531,267.3156,267.5945,0.40421617667308907
2017-12-27,1166.8751,1167.964,267.5037,267.8265,0.13912821351702978
2017-12-28,1168.706,1169.2055,267.7214,268.092,-1.053654883299404
2017-12-29,1168.7788,1168.8415,267.8289,268.19,0.9269331043157849
2018-01-02,1170.7056,1170.1745,268.1166,268.4195,0.6978767736332693
2018-01-03,1173.8955,1173.687,268.5265,268.7415,0.014445378819421484
2018-01-04,1177.295,1177.088,269.0097,269.172,0.9839401928226034
2018-01-05,1182.2326,1180.9275,269.6116,269.686,1.2209196532379354
2018-01-08,1188.3885,1185.2815,270.2143,270.1905,0.23926029499328913
2018-01-09,1194.5134,1189.8165,270.8196,270.654,0.28921067392864774
2018-01-10,1200.2103,1194.087,271.3254,271.0495,1.0720171522204056
2018-01-11,1207.4931,1199.667,271.9696,271.5225,1.579454845963006
2018-01-12,1216.7985,1206.7205,272.7258,272.0895,0.3347806193079085
2018-01-16,1225.1853,1213.2505,273.3139,272.658,-1.7524096569513412
2018-01-17,1231.8343,1219.0435,274.1106,273.2525,0.019375638063511558
2018-01-18,1237.6901,1224.1805,274.7915,273.742,-0.33989409947631155
2018-01-19,1243.1082,1229.5405,275.5247,274.41,1.7352846719503399
2018-01-22,1251.1274,1237.025,276.4014,275.197,2.4224419856105834
2018-01-23,1261.7381,1246.414,277.2575,275.99,-0.3166038188911871
2018-01-24,1270.8593,1255.8715,278.0177,276.779,1.467133915976589
2018-01-25,1281.0584,1265.931,278.716,277.5905,0.5889959533304561
2018-01-26,1292.5814,1276.9205,279.6631,278.559,1.7764742900926977
2018-01-29,1304.4955,1288.4995,280.338,279.407,2.5017119709857125
2018-01-30,1317.1931,1301.917,280.6534,280.147,0.7327414600618528
2018-01-31,1329.9262,1315.011,280.9864,280.812,-4.070040770463448
2018-02-01,1335.6475,1324.301,281.2534,281.3805,5.079957162569059
2018-02-02,1344.6287,1335.319,280.8988,281.577,1.3426857696958532
2018-02-05,1348.9497,1343.362,279.4847,281.113,1.8431603298455033
2018-02-06,1357.8917,1353.1605,278.7014,280.879,-1.190514567032524
2018-02-07,1363.5001,1361.3645,277.8336,280.53,-0.9800055876569358
2018-02-08,1362.262,1366.173,276.099,279.7045,-2.3670807455010614
2018-02-09,1360.1037,1369.319,274.9153,278.9835,2.149680351477661
2018-02-12,1362.5919,1373.3705,274.1786,278.347,1.7481274820830577
2018-02-13,1367.5365,1378.853,273.5863,277.8,1.2061554957547436
2018-02-14,1375.4902,1386.6555,273.4019,277.2985,-0.5024806925134964
2018-02-15,1383.7063,1395.0775,273.556,276.9865,-0.9195803213197227
2018-02-16,1389.8953,1402.783,273.7021,276.6165,1.967797350331122
2018-02-20,1397.3671,1409.835,273.6743,276.0505,1.5079792437469939
2018-02-21,1405.515,1415.854,273.5148,275.381,0.027162129248957723
2018-02-22,1413.1174,1422.2455,273.4058,274.7375,-0.6101127786487808
2018-02-23,1421.3919,1428.348,273.7214,274.306,0.292474703671602
2018-02-26,1430.9689,1434.343,274.3156,273.871,0.5879540661360934
2018-02-27,1438.6842,1439.058,274.5217,273.3575,1.1667910857813304
2018-02-28,1445.7096,1442.7895,274.4092,272.842,0.07543496150071771
2018-03-01,1450.2563,1444.9175,273.9607,272.1195,-0.10085195528073926
2018-03-02,1455.0176,1450.43,273.6978,271.49,0.45087913076433495
2018-03-05,1461.5502,1455.113,273.7456,271.3235,0.6473163464688118
2018-03-06,1468.7968,1462.495,273.8603,271.7685,0.5150258512277045
2018-03-07,1476.0543,1467.603,273.9546,271.948,-0.021695623326165037
2018-03-08,1483.2739,1474.357,274.1617,272.275,0.04330547493438641
2018-03-09,1492.3802,1485.7765,274.7959,273.335,1.3169478716590097
2018-03-12,1502.4763,1498.716,275.3477,274.181,0.009865477048959903
2018-03-13,1510.6386,1508.8135,275.6736,274.7605,0.6905294167835657
2018-03-14,1518.2921,1517.638,275.8323,275.2295,-0.44100403052308307
2018-03-15,1524.39,1524.2015,275.9483,275.4995,-0.762666774846343
2018-03-16,1528.8938,1529.6975,276.077,275.6135,-0.3604930144920935
2018-03-19,1530.421,1534.5095,275.8392,275.538,2.515932653766337
2018-03-20,1535.7628,1540.4175,275.6698,275.5705,-0.11065436599305772
2018-03-21,1540.153,1545.3645,275.4688,275.6485,0.6220780788991527
2018-03-22,1540.607,1548.3435,274.5166,275.3035,-1.0704535970831976
2018-03-23,1536.3168,1548.1215,273.1178,274.459,1.2724379322707375
2018-03-26,1538.1781,1549.817,272.5352,273.811,-2.0270940873481957
2018-03-27,1534.2611,1549.0705,271.5623,273.103,-4.117105462436394
2018-03-28,1524.4667,1545.019,270.6154,272.517,-0.32119434468418717
