Unnamed: 0,Sentiment,EMA,SMA,Index_EMA,Index_SMA,percent_difference
2017-07-24,0.011549783549783563,1005.3299,996.4105,246.2908,245.5095,-0.14485885430904513
2017-07-25,0.2318658008658009,1008.6194,998.705,246.5555,245.66299999999998,1.2153201099296065
2017-07-26,0.10289646464646465,1012.8271,1002.5060000000001,246.8016,245.968,-0.5535790840857289
2017-07-27,0.06512537046287047,1015.9864,1005.2895,247.0024,246.1585,-2.3412224910552704
2017-07-28,0.12255533910533913,1016.3725,1007.495,247.1507,246.435,-3.1223893388909816
2017-07-31,0.08470238095238097,1013.6494,1008.4839999999999,247.2754,246.6875,0.21306709452929756
2017-08-01,0.10518747294372295,1011.6133,1010.4145,247.4454,246.947,0.34072947847351426
2017-08-02,0.12528860028860028,1010.1158,1011.6389999999999,247.6049,247.1835,-0.7240801763326948
2017-08-03,0.060562563131313134,1007.9067,1012.7280000000001,247.7073,247.50799999999998,-0.08593209865431314
2017-08-04,0.11111614357864356,1005.9708,1013.169,247.8361,247.7755,0.2902037849559844
2017-08-07,0.11633513708513708,1004.666,1012.959,247.9965,248.0545,-0.02446981050017769
2017-08-08,0.20289834054834055,1003.2539999999999,1012.7445,248.0892,248.312,-0.7709541943697872
2017-08-09,0.07466305916305917,1001.2307,1011.5195,248.1683,248.4755,-1.1689763328868452
2017-08-10,0.09535859487734488,997.0107,1009.334,247.9113,248.4475,1.0549910777979992
2017-08-11,0.11288474025974025,994.2468,1007.643,247.7026,248.3785,0.584558073794009
2017-08-14,0.12042178932178932,993.2042,1006.306,247.7471,248.4295,-0.04889209126744076
2017-08-15,0.17134584443334447,992.2076,1004.2205,247.7855,248.46900000000002,-0.6453507220296316
2017-08-16,0.09697113303363303,990.8717,1001.7860000000001,247.8631,248.468,-0.2717222210186989
2017-08-17,0.12397853997853998,987.9858,998.3795,247.5714,248.271,0.006053008354723027
2017-08-18,0.15272904040404042,985.1748,995.0195,247.255,248.05599999999998,-0.6796463046877321
2017-08-21,0.14679390331890332,982.1381,990.7365,247.0012,247.861,0.4423648962769714
